what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1336134341243
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1336134341244
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1336134341246
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1336134341247
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1336134341247
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1336134341249
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1336134341250
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1336134341251
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1336134341252
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1336134341253
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1336134341255
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1336134341257
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1336134341258
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1336134341259
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1336134341260
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1336134341260
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1336134341261
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1336134341262
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1336134341263
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1336134341264
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1336134341265
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1336134341266
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1336134341267
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1336134341269
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1336134341269
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1336134341270
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1336134341271
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1336134341271
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1336134341272
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1336134341272
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1336134341273
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1336134341273
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1336134341275
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1336134341275
started,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1336134341275
started,bundle,org.tigris.subversion.clientadapter,1.6.10,"org.tigris.subversion.clientadapter",1336134341275
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9.3,"org.tigris.subversion.clientadapter.javahl",1336134341275
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.10,"org.tigris.subversion.clientadapter.svnkit",1336134341275
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,"org.tigris.subversion.subclipse.core",1336134341275
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1336134341275
started,bundle,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui",1336134341277
os,sysinfo,,,"win32",1336134341281
arch,sysinfo,,,"x86",1336134341281
ws,sysinfo,,,"win32",1336134341281
locale,sysinfo,,,"en_US",1336134341281
processors,sysinfo,,,"8",1336134341281
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336134341281
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1336134341281
java.specification.name,sysinfo,,,"Java Platform API Specification",1336134341281
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336134341281
java.specification.version,sysinfo,,,"1.6",1336134341281
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1336134341281
java.version,sysinfo,,,"1.6.0_20",1336134341281
java.vm.info,sysinfo,,,"mixed mode, sharing",1336134341281
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336134341281
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336134341281
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336134341281
java.vm.specification.version,sysinfo,,,"1.0",1336134341281
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1336134341281
java.vm.version,sysinfo,,,"16.3-b01",1336134341281
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336134353663
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336134353694
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336134353695
